yyyy,mm,dd,latitude,longitude,depth,mag,magType
1999,11,24,21.8523,93.5331,52.0,4.2,se  
1999,11,25,21.4782,94.6587,97.0,3.7,ke  
1999,12,2,21.1535,94.3196,91.0,4.4,ke  
1999,12,11,20.4304,93.5315,35.0,3.9,ke  
1999,12,20,24.526,97.7576,35.0,4.5,ke  
1999,12,22,24.1789,94.7745,115.0,4.2,se  
1999,12,26,24.6414,94.6022,88.6,4.3,se  
1999,12,31,21.5109,91.7448,35.0,4.1,se  
2000,1,3,22.1173,92.7349,40.3,4.5,de  
2000,1,16,22.04,97.5,27.0,3.7,ke  
2000,1,25,27.6411,92.6857,17.1,5.3,ke  
2000,1,28,27.3494,92.5704,18.0,3.9,ke  
2000,1,30,22.82,97.43,19.0,3.6,ke  
2000,2,3,26.5265,96.5669,88.0,4.4,se  
2000,2,3,24.88,98.92,9.0,3.2,ke  
2000,2,5,27.1077,93.6582,35.0,3.1,ke  
2000,2,14,22.3294,93.8523,32.5,4.3,ke  
2000,2,15,25.23,97.98,15.0,3.7,ke  
2000,2,15,25.34,98.73,15.0,3.3,ke  
2000,2,24,21.0814,93.9328,52.0,4.1,ke  
2000,2,27,23.0382,94.1044,48.1,5.2,ke  
2000,3,3,22.7556,94.4013,84.5,4.5,ke  
2000,3,4,25.1258,99.1945,17.0,4.2,ke  
2000,3,16,25.4213,95.5511,100.0,3.4,ke  
2000,3,17,27.82,99.48,24.0,3.3,ke  
2000,3,17,26.7861,91.9129,40.0,4.3,se  
2000,3,18,25.2026,94.7793,100.0,3.9,se  
2000,3,19,18.1854,94.6188,32.4,4.5,ke  
2000,3,26,27.3446,96.9721,28.0,3.8,se  
2000,3,28,22.3683,93.7271,59.0,3.7,se  
2000,4,2,19.7567,95.7321,15.0,3.7,ke  
2000,4,8,25.65,99.94,19.0,3.1,ke  
2000,4,9,27.0,96.47,13.0,3.0,ke  
2000,4,12,21.44,99.35,10.0,3.6,ke  
2000,4,12,23.89,97.95,15.0,3.2,ke  
2000,4,15,22.5,97.95,15.0,3.4,ke  
2000,4,16,24.6032,91.7501,35.0,3.6,fe  
2000,4,18,26.1374,89.8185,32.0,3.8,ke  
2000,4,21,26.2796,93.0389,43.0,3.9,se  
2000,4,22,25.8686,95.2033,48.1,4.5,ke  
2000,4,24,24.0694,94.162,100.0,3.8,ke  
2000,4,27,23.5395,93.7131,100.0,3.9,ke  
2000,5,4,28.0389,91.6645,35.0,3.7,se  
2000,5,11,23.98,99.46,15.0,3.6,ke  
2000,5,11,25.909,96.8688,16.0,4.4,ke  
2000,5,11,25.3965,94.1474,35.0,4.2,se  
2000,5,13,25.17,96.26,22.0,3.3,ke  
2000,5,31,22.6496,94.0669,100.0,3.9,ke  
2000,5,31,22.2534,94.5889,97.0,4.2,se  
2000,6,1,24.9063,95.3512,100.0,4.1,se  
2000,6,3,25.83,99.35,21.0,3.0,ke  
2000,6,3,15.94,-94.4914,50.0,5.0,ke  
2000,6,7,27.01,97.32,28.0,3.3,ke  
2000,6,7,26.8181,97.1441,24.2,6.3,de  
2000,6,7,24.31,99.26,16.0,2.9,ke  
2000,6,8,26.508,96.8599,15.0,4.1,se  
2000,6,12,24.74,96.37,33.0,3.2,ke  
2000,6,15,25.56,98.55,15.0,3.1,ke  
2000,6,17,19.7949,96.0054,0.0,3.6,ke  
2000,6,17,26.89,96.39,10.0,3.7,ke  
2000,6,20,25.8108,89.6548,10.0,4.1,ke  
2000,6,23,27.007,96.9265,28.0,4.0,ke  
2000,6,28,24.8067,93.8094,55.0,3.9,se  
2000,7,2,24.4526,94.673,72.2,5.0,ke  
2000,7,17,27.0528,92.2932,35.0,4.3,ke  
2000,7,20,25.7192,95.2302,85.0,4.2,se  
2000,7,20,22.0633,93.0245,42.0,3.6,se  
2000,7,21,20.3309,95.3929,218.9,3.5,ke  
2000,7,31,22.3276,94.2952,106.0,3.8,se  
2000,8,2,22.0348,93.4605,29.3,4.5,ke  
2000,8,12,15.2009,96.1342,0.0,3.7,ke  
2000,8,13,24.7413,94.7869,69.1,4.1,ke  
2000,8,16,26.5699,92.4412,47.0,4.3,se  
2000,8,20,27.4,96.61,15.0,3.2,ke  
2000,8,22,24.51,99.49,14.0,3.3,ke  
2000,8,23,20.5446,94.164,50.0,4.0,se  
2000,8,23,19.8396,95.138,97.0,4.2,se  
2000,8,23,26.16,99.88,13.0,3.6,ke  
2000,8,29,24.4471,94.5483,35.0,4.1,se  
2000,9,1,22.0633,94.042,100.0,3.7,se  
2000,9,9,22.7996,94.5202,106.0,4.0,ke  
2000,9,17,26.1037,91.9196,35.0,4.0,se  
2000,9,23,16.0437,96.0515,35.0,4.1,ke  
2000,9,28,24.2641,94.3592,50.0,3.7,se  
2000,9,30,25.4409,96.4091,25.0,4.0,se  
2000,10,6,24.3251,97.6832,29.3,5.2,ke  
2000,10,8,24.7948,99.754,35.0,3.8,ke  
2000,10,11,23.8448,94.7875,116.4,5.4,ke  
2000,10,15,27.0033,96.5956,35.0,4.0,se  
2000,10,16,26.287,92.854,15.0,3.4,ke  
2000,11,3,25.7102,90.8112,35.0,4.2,ke  
2000,11,9,22.4176,92.3422,18.6,4.6,ke  
2000,11,9,25.3637,91.4062,28.0,4.2,ke  
2000,11,13,21.7565,92.8138,33.9,4.8,ke  
2000,11,15,24.6311,94.3686,82.0,4.1,se  
2000,11,15,26.211,91.884,33.0,2.9,ke  
2000,11,16,22.12,99.98,18.0,3.5,ke  
2000,11,18,27.0941,96.3069,0.0,3.8,ke  
2000,11,24,26.2398,95.4747,72.0,4.0,se  
2000,11,24,25.69,99.69,14.0,3.2,ke  
2000,12,11,25.7188,98.9586,35.0,4.1,se  
2000,12,14,23.3142,94.1551,58.0,4.2,se  
2000,12,15,22.7896,94.3293,58.0,4.1,ke  
2000,12,22,23.1903,93.8272,58.0,3.7,se  
2000,12,30,26.5862,95.0508,35.0,3.8,ke  
2001,1,4,21.0786,99.131,10.0,4.3,ke  
2001,1,4,21.4327,98.8072,10.0,4.5,se  
2001,1,11,22.63,98.92,18.0,4.0,ke  
2001,1,14,22.0066,94.352,97.0,3.8,se  
2001,1,16,25.7193,90.0303,35.0,4.0,ke  
2001,1,22,24.2137,95.003,100.0,4.0,ke  
2001,1,23,20.3865,93.3109,35.0,3.2,ke  
2001,1,24,27.6085,92.6603,16.7,4.4,se  
2001,1,28,22.9492,94.3032,105.0,3.6,se  
2001,2,2,22.22,98.39,5.0,3.3,ke  
2001,2,4,25.1925,96.0877,0.0,3.3,ke  
2001,2,4,23.9786,94.2809,96.0,3.7,ke  
2001,2,5,20.4585,98.9826,0.0,3.5,ke  
2001,2,9,27.1251,89.5745,35.0,3.6,ke  
2001,2,11,24.8439,91.9967,44.0,4.2,fe  
2001,2,20,24.5428,93.693,55.0,3.8,se  
2001,2,20,23.2089,96.2485,302.8,2.9,ke  
2001,2,23,19.7655,93.7883,0.0,3.8,ke  
2001,2,27,26.4544,90.5388,20.5,4.8,fe  
2001,3,2,23.31,99.14,15.0,3.0,ke  
2001,3,3,23.8879,93.626,54.7,5.3,fe  
2001,3,7,24.9204,97.0846,0.0,3.2,ke  
2001,3,7,19.8142,95.416,15.0,3.6,ke  
2001,3,8,25.7443,96.7035,16.0,4.0,ke  
2001,3,10,28.058,91.7355,25.2,4.7,ke  
2001,3,12,23.9034,94.7241,96.0,3.9,se  
2001,3,12,22.244,99.7784,35.0,4.5,ke  
2001,3,20,26.4134,99.815,35.0,4.0,ke  
2001,3,30,21.8728,94.6043,100.0,3.9,ke  
2001,4,2,22.5535,94.1115,88.0,4.0,se  
2001,4,6,26.4428,92.6692,47.0,4.4,ke  
2001,4,6,22.3253,93.1325,0.0,3.4,ke  
2001,4,10,22.1252,99.1265,10.0,4.0,ke  
2001,4,10,24.61,98.16,27.0,3.5,ke  
2001,4,12,22.023,93.8964,64.0,3.7,se  
2001,4,12,24.8146,99.0711,9.4,5.2,de  
2001,4,13,17.8042,94.2066,35.0,3.7,se  
2001,4,13,19.049,94.6137,0.0,3.3,ke  
2001,4,14,22.8989,91.8843,26.9,4.2,se  
2001,4,15,24.0125,99.4522,35.0,4.2,ke  
2001,4,18,24.0141,91.5066,30.0,3.9,se  
2001,4,18,18.7106,95.2855,68.5,4.2,ke  
2001,4,20,25.9134,90.4823,24.0,4.4,ke  
2001,4,26,24.8004,94.5763,51.7,4.5,ke  
2001,4,27,25.5891,91.2019,34.0,4.0,se  
2001,5,3,27.6258,90.593,35.0,3.9,ke  
2001,5,9,21.2351,95.1085,0.0,3.2,ke  
2001,5,13,23.4321,94.5411,99.0,4.2,se  
2001,5,13,27.8283,92.8911,35.0,4.0,ke  
2001,5,14,20.0083,94.7026,71.7,4.0,se  
2001,5,14,18.0848,95.933,35.0,4.3,se  
2001,5,16,23.1434,94.0039,31.7,4.7,ke  
2001,5,18,26.8181,93.3769,24.7,3.9,se  
2001,5,21,23.3411,91.9567,28.8,4.0,fe  
2001,5,23,17.5775,94.8234,35.0,4.5,ke  
2001,5,26,24.0979,90.3872,0.0,3.9,ke  
2001,5,26,25.4452,95.0401,86.3,4.7,ke  
2001,5,28,25.12,98.84,30.0,3.3,ke  
2001,5,30,23.9039,94.3558,100.0,4.1,ke  
2001,6,7,29.7302,90.0808,35.0,4.0,ke  
2001,6,8,22.55,97.0,21.0,4.1,ke  
2001,6,8,25.5489,104.8752,10.0,3.1,ke  
2001,6,9,24.7406,97.8315,0.0,3.6,ke  
2001,6,13,23.6108,94.8874,50.0,4.6,ke  
2001,6,14,26.1218,95.5901,95.0,4.2,ke  
2001,6,15,25.1771,93.8292,100.0,3.5,ke  
2001,6,17,23.0688,94.4197,105.0,4.2,ke  
2001,6,20,26.4691,92.2697,60.4,4.4,ke  
2001,6,29,23.3554,93.5151,52.4,4.7,ke  
2001,6,30,24.829,95.2984,125.0,4.7,ke  
2001,7,2,18.4403,97.5502,35.0,3.7,se  
2001,7,3,26.9684,89.225,31.7,3.9,ke  
2001,7,7,19.254,94.1091,35.0,3.8,ke  
2001,7,18,23.718,93.0331,10.0,4.6,ke  
2001,7,23,26.8167,94.9202,0.0,3.9,ke  
2001,7,29,23.0534,92.907,35.0,3.8,ke  
2001,8,1,24.6138,95.9316,10.0,4.3,se  
2001,8,1,22.5487,94.2597,106.0,4.3,ke  
2001,8,7,26.3124,96.2297,116.7,4.0,ke  
2001,8,8,24.7632,92.186,34.0,3.9,ke  
2001,8,10,22.88,99.49,8.0,3.5,ke  
2001,8,12,24.4326,94.9079,115.3,5.0,fe  
2001,8,12,24.4425,92.0808,25.2,4.6,fe  
2001,8,17,21.2217,98.5087,35.0,4.2,se  
2001,8,21,23.6995,94.6408,99.0,4.3,ke  
2001,8,21,21.4383,95.1513,35.0,4.0,se  
2001,8,25,20.7277,98.4369,17.6,4.6,ke  
2001,8,26,26.0112,94.3352,120.0,4.0,ke  
2001,8,31,20.2419,94.517,82.2,3.7,ke  
2001,8,31,26.7789,95.6387,50.6,4.5,ke  
2001,9,1,23.5837,93.9174,68.0,4.0,ke  
2001,9,1,20.3356,93.7685,52.0,3.9,ke  
2001,9,3,25.2654,93.4084,0.0,3.5,ke  
2001,9,4,25.368,90.8323,34.0,4.0,se  
2001,9,11,26.4637,93.2278,35.0,4.1,se  
2001,9,16,25.2074,90.449,0.0,3.3,ke  
2001,9,16,22.5451,91.0334,35.0,3.7,ke  
2001,9,18,21.8506,94.1597,56.0,3.9,ke  
2001,9,18,24.4434,99.355,35.0,3.9,ke  
2001,9,18,17.9675,94.2053,26.0,4.2,ke  
2001,9,22,19.0514,91.8244,0.0,3.6,ke  
2001,9,23,24.3789,94.6839,82.0,4.0,ke  
2001,9,26,23.4443,92.0248,35.0,4.0,se  
2001,9,29,21.1172,95.1164,15.2,4.6,ke  
2001,10,6,25.9497,92.1975,35.0,3.6,ke  
2001,10,7,20.5388,94.4916,65.0,4.2,ke  
2001,10,7,23.4345,93.0242,41.1,4.2,ke  
2001,10,9,18.0984,92.672,0.0,3.5,ke  
2001,10,9,18.4771,91.9463,0.0,3.3,ke  
2001,10,9,25.5481,98.0396,35.0,4.2,ke  
2001,10,10,24.8252,99.0619,17.0,4.3,se  
2001,10,13,18.8415,92.2786,17.2,4.9,ke  
2001,10,19,21.1227,93.5993,39.7,5.1,fe  
2001,10,20,19.4506,92.5723,35.0,3.7,ke  
2001,10,24,15.0361,95.1102,0.0,3.4,ke  
2001,10,25,22.6767,94.3377,106.0,4.4,ke  
2001,10,26,18.3013,92.3101,35.0,4.1,ke  
2001,10,26,26.1544,92.9134,44.0,4.4,ke  
2001,10,27,22.43,94.2066,105.0,3.9,ke  
2001,11,1,27.6589,99.9469,35.0,3.8,ke  
2001,11,4,20.5748,93.1453,0.0,3.5,ke  
2001,11,6,27.2969,91.9786,18.1,5.2,ke  
2001,11,6,-5.7509,150.5911,0.0,3.4,ke  
2001,11,8,23.18,98.28,33.0,4.2,ke  
2001,11,11,19.486,99.6473,35.0,3.9,se  
2001,11,23,19.5205,92.5749,35.0,3.5,ke  
2001,11,24,18.819,91.4189,0.0,3.4,ke  
2001,11,25,26.381,99.5422,35.0,3.5,ke  
2001,11,25,18.9423,92.3304,22.8,3.9,ke  
2001,11,27,23.4614,93.8725,186.0,3.1,ke  
2001,11,28,26.125,99.298,35.0,3.6,ke  
2001,12,11,20.4613,91.8819,35.0,3.5,ke  
2001,12,14,25.7256,96.6964,25.0,3.6,ke  
2001,12,18,20.9597,93.1795,35.0,4.1,ke  
2001,12,19,23.5937,90.3356,52.6,4.1,de  
2001,12,24,25.3689,94.3638,35.0,4.2,ke  
2001,12,25,22.7544,93.8158,59.0,4.0,ke  
2002,1,3,23.3792,94.0424,73.0,3.9,se  
2002,1,6,25.6562,99.7013,10.0,4.5,ke  
2002,1,7,24.2565,94.4411,150.0,3.8,ke  
2002,1,9,23.9976,93.3441,35.0,3.6,ke  
2002,1,12,27.4709,91.883,15.0,4.0,se  
2002,1,14,19.8439,94.5251,35.0,3.5,ke  
2002,1,17,26.2889,96.293,88.6,4.5,ke  
2002,1,20,24.08,99.15,25.0,3.7,ke  
2002,1,25,33.1337,89.1626,10.0,3.1,ke  
2002,1,27,23.1897,93.4299,53.0,4.2,ke  
2002,1,29,21.7684,92.6098,35.0,3.8,ke  
2002,2,2,21.8899,99.1484,9.0,4.4,ke  
2002,2,3,18.7075,93.7426,35.0,4.3,ke  
2002,2,4,24.4388,94.8127,100.0,3.8,se  
2002,2,11,22.6226,93.8796,100.0,3.5,ke  
2002,2,17,25.4186,96.2238,10.0,3.6,ke  
2002,3,8,24.913,95.6168,0.0,3.1,ke  
2002,3,10,21.019,94.0516,52.0,3.2,ke  
2002,3,10,27.4944,97.0755,78.8,3.3,ke  
2002,3,13,19.0023,92.1821,35.0,3.7,ke  
2002,3,15,22.4506,94.1793,88.0,3.5,ke  
2002,3,17,24.3343,94.1591,75.0,3.3,ke  
2002,3,17,23.0221,94.3071,105.0,4.2,ke  
2002,3,24,25.6827,90.5596,35.0,4.0,ke  
2002,3,26,26.07,99.47,13.0,3.6,ke  
2002,3,27,26.5765,93.0978,37.7,4.4,fe  
2002,3,31,23.7668,92.4174,35.0,3.5,ke  
2002,3,31,24.1495,94.4136,96.0,3.8,se  
2002,4,2,25.7381,96.2149,35.0,3.7,ke  
2002,4,6,21.0046,94.3129,91.0,3.6,ke  
2002,4,6,22.2654,92.9772,0.0,3.2,ke  
2002,4,8,23.46,99.2,20.0,3.5,ke  
2002,4,11,23.3661,94.5115,0.0,3.9,ke  
2002,4,11,27.1934,97.0827,28.0,4.1,ke  
2002,4,12,25.2242,91.9145,44.0,3.9,se  
2002,4,16,27.8986,97.5855,35.0,4.3,ke  
2002,4,17,24.4719,94.6025,82.0,4.0,se  
2002,4,17,22.4193,94.607,106.0,3.6,ke  
2002,4,22,23.6626,94.36,0.0,3.1,ke  
2002,4,26,18.7304,98.9638,9.2,3.7,ke  
2002,5,5,22.5472,90.8727,35.0,4.3,fe  
2002,5,7,21.5649,93.7573,55.6,4.4,ke  
2002,5,11,27.0898,96.1127,35.0,4.1,ke  
2002,5,11,26.2878,97.3298,197.0,3.2,ke  
2002,5,11,25.26,98.64,19.0,3.5,ke  
2002,5,21,24.53,99.51,6.0,3.8,ke  
2002,5,25,25.261,94.9072,85.0,4.0,ke  
2002,5,25,21.4358,94.8166,100.0,3.7,ke  
2002,5,26,24.0448,96.0367,36.0,4.4,ke  
2002,5,31,26.9501,97.0884,28.0,3.6,ke  
2002,6,5,18.7378,94.4506,35.0,3.7,ke  
2002,6,7,24.8602,95.1011,153.2,4.0,se  
2002,6,11,20.4057,94.3974,0.0,3.7,ke  
2002,6,20,25.3876,91.3248,28.0,4.2,se  
2002,6,21,22.8134,95.127,10.0,3.4,ke  
2002,7,4,22.9034,94.5299,105.0,4.6,fe  
2002,7,5,26.9386,93.219,35.0,3.9,ke  
2002,7,7,22.359,94.4086,106.0,4.0,ke  
2002,7,10,26.5515,92.4209,50.0,4.0,fe  
2002,7,11,25.7747,90.8268,8.0,3.7,ke  
2002,7,14,23.8135,93.9715,51.2,4.7,ke  
2002,7,19,20.71,98.01,10.0,4.3,ke  
2002,7,20,25.0999,92.0534,44.0,3.8,se  
2002,7,22,24.6451,94.2282,82.0,3.6,se  
2002,7,23,24.8761,92.2238,34.0,3.9,ke  
2002,7,30,22.6988,94.3781,106.0,3.6,ke  
2002,7,31,20.2988,93.4398,0.0,3.4,ke  
2002,8,3,22.192,93.2429,42.0,3.8,ke  
2002,8,7,26.3301,93.6211,43.0,3.8,ke  
2002,8,14,21.2,97.92,26.0,4.1,ke  
2002,8,16,24.8234,95.0718,112.0,3.9,se  
2002,8,18,17.5145,97.5148,35.0,4.2,ke  
2002,8,20,24.529,94.1237,75.0,3.6,ke  
2002,8,20,23.8302,91.7021,54.6,3.5,ke  
2002,8,23,22.362,92.4408,0.0,3.4,ke  
2002,9,3,25.1861,97.366,35.0,3.9,ke  
2002,9,10,26.642,96.1678,83.0,3.9,ke  
2002,9,20,25.0352,95.8357,146.9,3.1,ke  
2002,9,24,25.7627,90.0814,32.0,4.0,ke  
2002,9,29,21.94,98.01,10.0,3.6,ke  
2002,10,5,24.9191,95.4247,125.0,4.0,ke  
2002,10,6,22.1,98.6,20.0,3.3,ke  
2002,10,9,23.8695,94.0034,68.0,3.4,ke  
2002,10,11,23.0087,93.7517,58.0,4.8,ke  
2002,10,14,27.6826,94.3993,0.0,3.4,ke  
2002,10,14,24.6572,91.7721,30.9,4.7,fe  
2002,10,16,21.1604,93.4171,45.0,5.0,ke  
2002,10,22,24.0687,96.5428,35.0,3.1,ke  
2002,10,22,22.6511,93.5346,62.5,3.9,ke  
2002,10,24,21.5983,93.6036,49.0,3.9,ke  
2002,10,29,24.1899,93.6776,10.0,3.7,ke  
2002,10,30,20.5475,91.2532,35.0,4.3,ke  
2002,11,1,22.5416,93.8545,88.0,4.1,ke  
2002,11,3,27.2478,94.7895,0.0,3.8,ke  
2002,11,6,22.06,97.33,14.0,3.7,ke  
2002,11,10,17.293,93.725,28.5,5.2,ke  
2002,11,13,24.5066,94.8191,112.0,4.2,ke  
2002,11,14,27.4291,92.5638,18.0,4.6,ke  
2002,11,16,17.4321,95.8165,35.0,4.0,ke  
2002,11,16,26.2817,92.018,40.0,4.0,ke  
2002,11,16,18.9799,92.6269,22.7,3.7,ke  
2002,11,18,21.57,94.8401,50.0,4.5,se  
2002,11,21,24.587,94.0625,75.0,4.2,ke  
2002,11,30,22.7286,94.2583,100.0,3.9,ke  
2002,12,2,27.2148,96.8238,35.0,4.2,se  
2002,12,3,27.9897,96.0272,35.0,3.7,ke  
2002,12,4,19.3701,94.522,53.8,5.7,ke  
2002,12,6,19.2705,95.6215,18.0,4.9,ke  
2002,12,9,20.9939,94.7531,16.5,4.2,se  
2002,12,11,26.3219,99.8228,35.0,3.6,ke  
2002,12,12,23.5694,93.7471,51.0,4.2,ke  
2002,12,14,25.3895,96.5257,25.0,4.1,se  
2002,12,14,26.4703,97.0726,15.0,3.8,ke  
2002,12,16,20.0309,94.7921,76.5,3.7,se  
2002,12,17,28.0509,95.0752,35.0,3.9,ke  
2002,12,18,19.1865,94.0862,35.0,3.7,se  
2002,12,18,19.1302,98.8901,35.0,4.2,fe  
2002,12,19,19.8744,91.8133,0.0,3.4,ke  
2002,12,19,25.0514,94.9206,104.0,3.6,ke  
2002,12,19,26.0671,96.8009,35.0,3.8,ke  
2002,12,25,23.3728,94.0991,58.0,4.0,ke  
2002,12,25,21.9268,92.533,50.0,3.3,ke  
2002,12,26,23.6469,94.5555,100.0,3.5,ke  
2002,12,29,22.616,93.8507,58.0,4.1,ke  
2003,1,1,26.4509,96.1749,83.0,4.3,ke  
2003,1,1,26.0367,99.9955,10.0,3.9,ke  
2003,1,4,25.653,92.3492,35.0,3.5,ke  
2003,1,17,16.9947,94.7751,35.0,3.6,ke  
2003,1,20,24.1045,94.3355,96.0,3.9,se  
2003,1,20,27.2325,96.922,0.0,3.7,ke  
2003,1,26,25.0564,94.3682,72.0,3.8,ke  
2003,2,2,20.3108,94.2858,72.0,4.2,se  
2003,2,5,27.0746,89.7188,10.0,3.2,ke  
2003,2,5,25.825,99.6101,35.0,3.8,ke  
2003,2,8,24.5677,93.4463,60.7,4.3,ke  
2003,2,15,26.4199,96.0128,83.0,4.0,ke  
2003,2,15,25.9529,90.5074,24.0,4.1,fe  
2003,2,19,19.0286,95.9626,35.0,3.8,se  
2003,2,20,25.6855,91.0615,34.0,3.8,ke  
2003,2,21,18.9348,94.0887,0.0,3.2,ke  
2003,3,2,20.4757,94.3973,72.0,3.6,se  
2003,3,5,25.9121,95.1148,50.0,4.0,ke  
2003,3,6,24.671,94.9665,100.0,4.2,ke  
2003,3,10,23.5573,94.0383,73.0,4.0,ke  
2003,3,14,26.4546,95.2865,35.0,3.8,ke  
2003,3,15,24.0571,94.0696,72.1,4.0,ke  
2003,3,17,22.5571,94.4201,0.0,3.6,ke  
2003,3,18,25.2769,94.9249,81.1,4.6,ke  
2003,3,19,23.41,99.39,13.0,3.6,ke  
2003,3,20,23.1828,94.225,58.0,4.2,ke  
2003,3,25,23.4268,95.0754,0.0,4.0,ke  
2003,3,30,20.2642,94.9419,92.5,4.3,ke  
2003,3,31,26.7562,91.9973,10.0,4.1,se  
2003,4,2,22.969,93.8238,53.0,4.2,ke  
2003,4,6,27.5028,92.5324,18.0,3.6,ke  
2003,4,8,26.2832,93.1327,30.8,4.7,ke  
2003,4,9,22.7241,95.4644,0.0,3.6,ke  
2003,4,10,20.1503,90.1039,35.0,3.5,ke  
2003,4,19,18.1498,94.0962,0.0,3.4,ke  
2003,4,24,27.532,99.9925,35.0,4.1,ke  
2003,4,28,18.7319,94.8965,35.0,3.6,ke  
2003,4,28,20.0293,93.5327,35.0,3.2,ke  
2003,4,28,16.4505,95.6199,10.0,4.0,se  
2003,5,2,23.5657,94.5874,100.0,3.8,ke  
2003,5,9,23.2361,94.2635,81.7,3.3,ke  
2003,5,12,24.3447,94.3317,0.0,3.7,ke  
2003,5,15,24.0346,93.6288,76.5,3.2,ke  
2003,5,18,22.7051,94.1108,88.0,3.9,ke  
2003,5,23,27.1746,92.7562,10.0,4.5,se  
2003,5,24,21.88,99.6,14.0,3.6,ke  
2003,5,31,24.5679,95.1668,143.5,3.3,ke  
2003,6,2,27.1994,91.2582,41.0,3.8,se  
2003,6,3,21.5069,99.7666,10.0,4.5,ke  
2003,6,4,23.2494,93.745,45.9,4.3,fe  
2003,6,5,21.3204,96.0753,0.0,3.7,ke  
2003,6,5,25.8203,97.2487,0.0,3.3,ke  
2003,6,5,24.7958,95.3136,149.5,3.3,ke  
2003,6,9,24.2377,94.3695,154.9,3.6,se  
2003,6,11,22.29,99.44,15.0,3.9,ke  
2003,6,13,28.0169,99.7844,35.0,4.1,se  
2003,6,15,25.04,99.16,16.0,3.6,ke  
2003,6,21,28.0964,99.4629,10.0,3.8,ke  
2003,6,26,27.2073,90.5635,0.0,3.6,ke  
2003,6,27,21.8499,94.0918,64.0,3.9,ke  
2003,6,28,27.19,92.3924,10.0,3.9,ke  
2003,6,30,22.7923,93.9454,58.0,3.9,se  
2003,7,4,16.8543,94.634,19.4,4.7,ke  
2003,7,5,25.8091,89.9484,27.1,3.8,se  
2003,7,19,22.8547,93.0944,131.3,3.1,ke  
2003,7,20,24.9708,95.6651,125.0,3.6,ke  
2003,7,21,15.2914,93.8008,35.0,3.6,ke  
2003,7,26,26.9929,92.0485,23.0,3.9,ke  
2003,7,26,22.8886,92.2498,11.5,5.5,de  
2003,7,27,22.6238,92.0442,0.0,3.9,ke  
2003,7,27,22.2922,91.2822,0.0,3.6,ke  
2003,7,29,26.2332,95.9386,41.0,4.7,ke  
2003,7,30,24.4354,93.9365,75.0,3.9,ke  
2003,8,3,21.9151,93.5478,65.0,3.1,ke  
2003,8,8,26.7873,96.8577,18.1,4.9,ke  
2003,8,8,18.3793,93.7469,0.0,3.2,ke  
2003,8,10,26.3579,96.4053,88.0,3.9,ke  
2003,8,14,16.9799,95.721,10.0,3.8,ke  
2003,8,19,25.5049,96.7,25.0,4.1,ke  
2003,8,19,25.7913,96.0958,41.0,3.5,ke  
2003,8,19,23.7402,94.1931,68.0,4.4,ke  
2003,8,20,27.4708,92.7689,18.0,4.0,ke  
2003,8,21,21.2661,93.6873,56.0,4.0,ke  
2003,8,22,22.2663,93.9896,84.3,3.3,ke  
2003,8,24,25.0527,96.3599,21.0,4.4,ke  
2003,8,24,24.7503,94.7554,75.6,4.7,ke  
2003,8,25,25.7481,92.8107,0.0,3.4,ke  
2003,8,26,25.0005,93.5466,39.5,4.6,ke  
2003,8,27,22.9403,93.4927,48.5,4.4,ke  
2003,8,27,24.533,95.0325,147.0,2.9,ke  
2003,8,30,23.7484,95.7977,10.0,4.3,ke  
2003,9,1,24.8088,93.0062,35.0,4.2,se  
2003,9,5,19.8281,93.4678,35.0,4.0,se  
2003,9,5,22.0807,98.6888,10.0,3.8,se  
2003,9,12,24.8928,93.9837,152.7,3.4,ke  
2003,9,13,24.2723,94.3278,85.3,4.2,ke  
2003,9,18,26.1234,96.9122,15.0,3.8,ke  
2003,9,19,22.9127,99.213,35.0,3.6,se  
2003,9,20,27.8499,99.3907,35.0,4.3,ke  
2003,9,21,19.1812,95.5396,18.0,4.0,ke  
2003,9,21,20.2822,93.6526,35.0,3.8,ke  
2003,9,21,23.659,94.625,99.0,4.3,ke  
2003,9,21,19.8644,95.5932,15.8,6.2,de  
2003,9,21,20.3197,96.2706,0.0,4.0,ke  
2003,9,21,19.5342,95.4674,0.0,4.1,ke  
2003,9,22,19.7963,95.9308,12.0,3.9,se  
2003,9,22,20.0618,96.1092,12.0,4.0,ke  
2003,9,25,19.534,95.7833,10.0,3.9,se  
2003,10,10,23.8656,95.4004,10.0,4.1,ke  
2003,10,10,24.0046,93.5716,57.0,4.2,ke  
2003,10,12,23.6205,94.1941,44.2,4.1,ke  
2003,10,12,22.4694,94.518,106.0,4.4,se  
2003,10,14,24.0021,94.2233,90.0,3.4,ke  
2003,10,14,27.8477,92.2015,0.0,3.2,ke  
2003,10,14,27.7037,96.5195,35.0,3.8,ke  
2003,10,15,25.0972,94.7322,110.3,4.2,ke  
2003,10,17,22.5118,91.9838,35.0,3.6,ke  
2003,10,19,19.3664,93.5571,90.0,3.0,ke  
2003,10,20,22.5422,94.0855,100.0,3.6,ke  
2003,10,23,21.8616,94.6367,97.0,3.9,se  
2003,10,28,22.4922,94.3956,126.8,3.2,ke  
2003,10,28,25.78,98.37,9.0,3.7,ke  
2003,10,29,26.2053,96.1115,41.0,4.1,ke  
2003,10,30,20.2184,95.5556,15.0,4.7,ke  
2003,11,1,20.2429,96.0663,12.0,3.6,se  
